"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11"
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-08-31",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-01",,,,,"0.14",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-06",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-07",,,,,"0.35",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-08",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-09",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-10",,,,,"0.09",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-14",,,,,"0.18",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-16",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-17",,,,,"0.25",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-18",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-19",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-20",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-21",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-22",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-23",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-24",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-25",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-26",,,,,"0.36",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-27",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-28",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-09-30",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-02",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-04",,,,,"0.09",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-05",,,,,"0.58",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-06",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-07",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-08",,,,,"0.08",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-09",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-10",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-11",,,,,"0.38",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-12",,,,,"0.18",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-14",,,,,"0.06",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-16",,,,,"0.62",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-17",,,,,"0.04",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-20",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-21",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-22",,,,,"0.51",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-23",,,,,"0.95",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-24",,,,,"0.26",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-25",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-26",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-27",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-28",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-29",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-30",,,,,"0.03",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-10-31",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-01",,,,,"0.32",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-02",,,,,"0.62",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-03",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-04",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-05",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-06",,,,,"0.12",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-07",,,,,"0.29",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-08",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-09",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-10",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-11",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-12",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-13",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-14",,,,,"0.29",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-16",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-17",,,,,"0.53",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-18",,,,,"0.81",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-19",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-20",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-21",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-22",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-23",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-24",,,,,"0.36",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-25",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-26",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-27",,,,,"1.23",,"0.0","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-28",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-29",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-11-30",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-01",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-02",,,,,"0.15",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-03",,,,,"0.15",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-04",,,,,"0.12",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-06",,,,,"0.60",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-07",,,,,"1.09",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-09",,,,,"1.13",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-10",,,,,"1.17",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-11",,,,,"0.03",,"0.1","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-12",,,,,"0.01",,"0.0","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-13",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-14",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-16",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-17",,,,,"0.25",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-18",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-21",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-22",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-23",,,,,"0.16",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-24",,,,,"0.13",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-25",,,,,"0.79",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-26",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-27",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-28",,,,,"0.03",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-29",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-30",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2014-12-31",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-01",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-02",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-03",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-04",,,,,"1.24",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-05",,,,,"0.13",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-07",,,,,"0.05",,"0.6","0.6",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-08",,,,,"0.00",,"0.0","0.5",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-09",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-10",,,,,"0.08",,"1.4","1.5",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-11",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-13",,,,,"0.39",,"0.0","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-14",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-16",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-17",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-18",,,,,"0.07",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-19",,,,,"1.80",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-20",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-21",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-22",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-23",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-24",,,,,"0.62",,"2.5","2.5",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-25",,,,,"0.03",,"0.0","1.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-26",,,,,"0.00",,"0.0","1.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-27",,,,,"0.77",,"6.5","6.5",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-28",,,,,"0.11",,"1.5","8.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-30",,,,,"0.03",,"0.6",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-01-31",,,,,"0.01",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-02",,,,,"1.21",,"1.7",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-03",,,,,"0.20",,"0.6",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-09",,,,,"0.11",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-10",,,,,"0.03",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-15",,,,,"0.08",,"1.5",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-17",,,,,"0.13",,"3.6",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-18",,,,,"0.00",,"0.1",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-22",,,,,"0.72",,"3.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-02-28",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-02",,,,,"0.28",,"2.5",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-04",,,,,"0.61",,"1.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-05",,,,,"0.64",,"2.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-06",,,,,"0.53",,"6.6",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-09",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-10",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-11",,,,,"0.30",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-14",,,,,"0.29",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-15",,,,,"0.50",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-17",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-18",,,,,"0.02",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-21",,,,,"0.56",,"4.0","4.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-22",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-26",,,,,"0.08",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-27",,,,,"0.49",,,,,,,,,,,,,,,,,,
"US1NYRC0002","STATEN ISLAND 1.4 SE, NY US","2015-03-28",,,,,"0.07",,,,,,,,,,,,,,,,,,
